时间,开盘,最高,最低,收盘,成交量,持仓量,涨跌,涨跌幅,成交额,MA5,MA10,MA20,MA60,EMA20,ATR14,RSI14,MACD,MACD_SIGNAL,MACD_HIST,BOLL_UP,BOLL_LOW,BOLL_MID,BOLL_WIDTH,KDJ_K,KDJ_D,KDJ_J,WILLIAMS_R14,CCI20,STOCH_RSI,VOL_MA20,OBV,OI_MA20,OI_CHANGE,OI_CHANGE_PCT,symbol,date,turnover,settle,pre_settle,variety
2006-12-19,9288.0,9782.0,9288.0,9630.0,24698,0,,,,9630.0,9630.0,9630.0,9630.0,9630.0,494.0,0.0,0.0,0.0,0.0,9630.0,9630.0,9630.0,0.0,69.23076923076923,69.23076923076923,69.23076923076923,-30.76923076923077,0.0,0.0,24698.0,0,0.0,0.0,0.0,,,,,,
2006-12-20,9610.0,9708.0,9556.0,9656.0,24953,0,,,,9643.0,9643.0,9643.0,9643.0,9632.47619047619,323.0,99.99999999923077,2.074074074074815,0.4148148148149631,1.659259259259852,9679.769552621701,9606.230447378299,9643.0,73.53910524340245,70.9851551956815,69.81556455240664,73.32433648223122,-25.506072874493928,35.35533905932782,100.0,24825.5,24953,0.0,0.0,0.0,,,,,,
2006-12-21,9694.0,9720.0,9656.0,9708.0,13090,0,,,,9664.666666666666,9664.666666666666,9664.666666666666,9664.666666666666,9639.668934240364,236.66666666666666,99.99999999961538,7.823572860610511,1.8965664239740727,5.927006436636439,9744.097978712567,9585.235354620765,9664.666666666666,158.862624091802,75.66351776878092,71.76488229119806,83.46078872394662,-14.979757085020243,47.401722909297916,99.99999999999999,20913.666666666668,38043,0.0,0.0,0.0,,,,,,
2006-12-22,9690.0,9698.0,9634.0,9662.0,9877,0,,,,9664.0,9664.0,9664.0,9664.0,9641.795702407948,196.0,62.903225806451616,8.569492731990977,3.231151685577454,5.338341046413523,9728.910194371403,9599.089805628597,9664.0,129.82038874280624,75.67851252061777,73.06942570100463,80.89668615984405,-24.291497975708502,21.188630494616575,62.903225806693555,18154.5,28166,0.0,0.0,0.0,,,,,,
2006-12-25,9654.0,9678.0,9574.0,9674.0,5150,0,,,,9666.0,9666.0,9666.0,9666.0,9644.862778369097,177.6,66.1764705882353,10.013509808064555,4.587623310074875,5.42588649798968,9722.920997883031,9609.079002116969,9666.0,113.84199576606261,76.49822562103263,74.21235900768063,81.06995884773661,-21.86234817813765,0.4224388515610529,66.17647058848983,15553.6,33316,0.0,0.0,0.0,,,,,,
2006-12-26,9668.0,9890.0,9662.0,9848.0,18057,0,,,,9709.6,9696.333333333334,9696.333333333334,9696.333333333334,9664.209180429183,186.0,85.16129032258064,24.911090026549573,8.652316653369816,16.258773373179757,9853.41505304211,9539.251613624558,9696.333333333334,314.1634394175526,82.0065690186729,76.81042901134472,92.39884903332927,-6.976744186046512,85.38417835324637,85.16129032290819,15970.833333333334,51373,0.0,0.0,0.0,,,,,,
2006-12-27,9870.0,9916.0,9812.0,9908.0,19700,0,,,,9760.0,9726.57142857143,9726.57142857143,9726.57142857143,9687.427353721641,174.28571428571428,87.56756756756756,41.08542108061556,15.138937538818965,25.946483541796596,9941.429078013587,9511.713779129272,9726.57142857143,429.7152988843154,87.57975089567579,80.4002029727884,101.93884674145056,-1.2738853503184713,84.86168654247777,87.56756756790436,16503.571428571428,71073,0.0,0.0,0.0,,,,,,
2006-12-28,9832.0,9876.0,9758.0,9766.0,18214,0,,,,9771.6,9731.5,9731.5,9731.5,9694.91046289101,171.25,63.28125,41.96177252091729,20.503504535238633,21.45826798567866,9932.363848699275,9530.636151300725,9731.5,401.72769739854994,83.75805049096007,81.51948547884562,88.23518051518897,-23.88535031847134,42.50811106450929,63.28125000024339,16717.375,52859,0.0,0.0,0.0,,,,,,
2006-12-29,9750.0,9756.0,9600.0,9606.0,16877,0,,,,9760.4,9717.555555555555,9717.555555555555,9717.555555555555,9686.442799758534,170.66666666666666,48.214285714285715,29.406643050830098,22.284132238356925,7.122510812473173,9923.23275679845,9511.87835431266,9717.555555555555,411.35440248579107,72.71768121902647,78.58555072557257,60.981942205934274,-49.36305732484077,-25.279381541222744,48.21428571447115,16735.11111111111,35982,0.0,0.0,0.0,,,,,,
2007-01-01,9600.0,9684.0,9530.0,9648.0,16604,0,,,,9755.2,9710.6,9710.6,9710.6,9682.781580733912,169.0,51.260504201680675,22.58531206371481,22.344368203428502,0.24094386028630765,9909.441533778925,9511.758466221076,9710.6,397.6830675578494,58.66843687486048,71.94651277533521,32.11228507391104,-42.67515923566879,-38.55591397210407,51.260504201877836,16722.0,52586,0.0,0.0,0.0,,,,,,
2007-01-05,9440.0,9522.0,9280.0,9484.0,18136,0,,,,9682.4,9696.0,9690.0,9690.0,9663.850001616396,187.0909090909091,41.68564920273349,3.900960867955291,18.65568673633386,-14.754725868378568,9922.929173784649,9457.070826215351,9690.0,465.8583475692976,49.80411514927806,64.56571356664949,20.2809183145352,-67.9245283018868,-98.85984277568318,41.68564920289381,16850.545454545456,34450,0.0,0.0,0.0,,,,,,
2007-01-08,9410.0,9554.0,9362.0,9532.0,20130,0,,,,9607.2,9683.6,9676.833333333334,9676.833333333334,9651.29285860531,187.5,44.70842332613391,-6.953171389326599,13.533915111201768,-20.487086500528367,9916.927001923259,9436.739664743409,9676.833333333334,480.18733717985015,46.410290602663366,58.51390591198745,22.203059984015198,-60.37735849056604,-67.02556086295965,44.70842332630586,17123.833333333332,54580,0.0,0.0,0.0,,,,,,
2007-01-09,9556.0,9588.0,9488.0,9496.0,18158,0,,,,9553.2,9662.4,9662.923076923076,9662.923076923076,9636.503062547661,180.76923076923077,43.03534303534303,-18.249677614952816,7.177196565970851,-25.42687418092367,9913.727730705605,9412.118423140548,9662.923076923076,501.60930756505695,42.26094845209004,53.09625342535498,20.590338505560155,-66.0377358490566,-47.19538025181867,43.035343035508554,17203.384615384617,36422,0.0,0.0,0.0,,,,,,
2007-01-10,9476.0,9570.0,9464.0,9526.0,15894,0,,,,9537.2,9648.8,9653.142857142857,9653.142857142857,9625.978961352646,175.42857142857142,44.75806451612903,-24.49908075337953,0.8419411021007743,-25.341021855480307,9904.977793489732,9401.307920795982,9653.142857142857,503.6698726937502,41.067047395732985,49.08651808214765,25.028106022903657,-61.320754716981135,-45.46828541957242,44.75806451630118,17109.85714285714,52316,0.0,0.0,0.0,,,,,,
2007-01-11,9540.0,9564.0,9490.0,9494.0,16273,0,,,,9506.4,9630.8,9642.533333333333,9642.533333333333,9613.409536461917,145.42857142857142,43.359375,-31.66885152276336,-5.660217422872053,-26.00863409989131,9898.745150465358,9386.321516201308,9642.533333333333,512.4236342640506,38.59396451120145,45.58900022516558,24.603893083273192,-66.35220125786164,-44.16513662964898,2.870178222675178,17054.066666666666,36043,0.0,0.0,0.0,,,,,,
2007-01-12,9440.0,9532.0,9440.0,9480.0,11470,0,,,,9505.6,9594.0,9632.375,9632.375,9600.703866322687,141.14285714285714,41.30434782608696,-38.0421038176064,-12.136594701818924,-25.90550911578748,9892.898447441235,9371.851552558765,9632.375,521.046894882471,36.91499200075623,42.69766415036246,25.34964770154376,-68.55345911949685,-52.78652601157588,0.0,16705.0625,24573,0.0,0.0,0.0,,,,,,
2007-01-15,9470.0,9502.0,9396.0,9420.0,9378,0,,,,9483.2,9545.2,9619.882352941177,9619.882352941177,9583.493974291954,144.14285714285714,35.882352941176464,-47.38818919028745,-19.18691359951263,-28.20127559077482,9892.357931987208,9347.406773895145,9619.882352941177,544.9511580920625,34.41391623579827,39.936414845507734,23.368919016379337,-77.9874213836478,-64.3315958048197,0.0,16274.058823529413,15195,0.0,0.0,0.0,,,,,,
2007-01-16,9470.0,9520.0,9430.0,9446.0,8250,0,,,,9473.2,9513.2,9610.222222222223,9610.222222222223,9570.399310073673,146.0,39.2,-52.09651033195951,-25.768832946002007,-26.3276773859575,9886.97954259349,9333.464901850955,9610.222222222223,553.5146407425345,36.63898046082921,38.83727005061489,32.242401281257855,-73.8993710691824,-51.27391576982045,6.418948015995096,15828.277777777777,23445,0.0,0.0,0.0,,,,,,
