时间,MA5,MA10,MA20,MA60,EMA20,ATR14,RSI14,MACD,MACD_SIGNAL,MACD_HIST,BOLL_UP,BOLL_LOW,BOLL_MID,BOLL_WIDTH,KDJ_K,KDJ_D,KDJ_J,WILLIAMS_R14,CCI20,STOCH_RSI,VOL_MA20,OBV,OI_MA20,OI_CHANGE,OI_CHANGE_PCT,动态结算价
2018-11-28,5184.0,5184.0,5184.0,5184.0,5184.0,172.0,0.0,0.0,0.0,0.0,5184.0,5184.0,5184.0,0.0,24.41860465116279,24.41860465116279,24.418604651162788,-75.5813953488372,0.0,0.0,513604.0,0,50756.0,0.0,0.0,
2018-11-29,5186.0,5186.0,5186.0,5186.0,5184.380952380952,172.0,99.999999995,0.3190883190882232,0.06381766381764464,0.2552706552705786,5191.656854249492,5180.343145750508,5186.0,11.313708498984852,27.737403100775197,25.524870801033593,32.162467700258404,-65.625,-35.35533905932738,100.0,503179.0,492754,53086.0,4660.0,9.181180550082747,
2018-11-30,5173.333333333333,5173.333333333333,5173.333333333333,5173.333333333333,5180.916099773243,150.0,9.090909090909093,-2.6254332351190897,-0.4740325159697022,-2.1514007191493874,5217.393897711621,5129.272768955045,5173.333333333333,88.12112875657658,24.158268733850132,25.06933677863911,22.336132644272176,-83.0,-56.35457131601458,9.09090909136364,485037.0,44001,57863.666666666664,12003.0,21.65980944131658,
2018-12-03,5124.5,5124.5,5124.5,5124.5,5161.590756937696,185.5,1.8691588785046633,-18.463728660950437,-4.0719717449658495,-14.391756915984587,5323.1185624087875,4925.8814375912125,5124.5,397.237124817575,16.880706287683036,22.33979328165375,5.9625322997416035,-97.67441860465117,-70.3363026707807,1.8691588785981212,540727.25,-663797,69389.5,36548.0,54.210237470149366,
2018-12-04,5111.2,5111.2,5111.2,5111.2,5151.724970562677,175.6,28.57142857142857,-24.280470334626443,-8.113671462897969,-16.166798871728474,5293.202197788927,4929.1978022110725,5111.2,364.00439557785467,19.780935974734426,21.486840846013976,16.369126232175326,-74.4186046511628,-59.29572826263671,28.57142857285714,545541.8,-98997,74312.8,-9961.0,-9.580924716496586,
2018-12-05,5102.4,5116.0,5116.0,5116.0,5150.608306699565,166.0,44.14893617021277,-22.019735516741093,-10.894884273666595,-11.124851243074499,5280.477354064321,4951.522645935679,5116.0,328.95470812864187,29.66015886687721,24.21128018630172,40.55791622802819,-50.58139534883721,-16.168391519072905,44.14893617242022,579144.6666666666,648162,75801.66666666667,-10760.0,-11.44607790992065,
2018-12-06,5091.2,5118.285714285715,5118.285714285715,5118.285714285715,5148.836087013892,161.71428571428572,43.22916666666667,-20.635744015356977,-12.84305622200467,-7.792687793352307,5268.918664579751,4967.6527639916785,5118.285714285715,301.2659005880723,35.471113663189456,27.96455801193097,50.48422496570643,-52.906976744186046,26.819270452460785,43.22916666882813,612264.4285714285,-162821,77298.42857142857,3033.0,3.6434183023808853,
2018-12-07,5089.2,5120.75,5120.75,5120.75,5147.804078726855,156.75,44.10256410256411,-18.837622536889285,-14.041969484981593,-4.795653051907692,5260.903996936023,4980.596003063977,5120.75,280.3079938720457,39.92647887623483,31.95186496669892,55.87570669530666,-51.16279069767442,2.6749028467950557,44.10256410476924,616671.5,484700,78604.375,1467.0,1.7002978708608119,
2018-12-10,5126.8,5125.777777777777,5125.777777777777,5125.777777777777,5149.537023610012,149.11111111111111,47.84688995215311,-14.980545908041677,-14.22968476959361,-0.7508611384480659,5260.305759171158,4991.249796384397,5125.777777777777,269.0559627867606,45.60990064617205,36.50454352652329,63.82061488546958,-43.02325581395349,27.114234468106265,47.84688995454546,608942.0,1031806,79586.77777777778,-300.0,-0.3418959268798538,
2018-12-11,5134.0,5122.6,5122.6,5122.6,5144.247783266201,146.6,40.816326530612244,-17.53149104603108,-14.890046024881105,-2.6414450211499734,5251.016682889897,4994.183317110103,5122.6,256.8333657797939,43.1638020768719,38.724296376639494,52.042813477336736,-63.95348837209303,-18.96040341985996,40.816326532653065,599153.4,520750,80574.4,2017.0,2.306566338082927,
2018-12-12,5133.6,5118.0,5124.0,5124.0,5143.652756288467,138.54545454545453,45.69288389513108,-15.820334204900064,-15.076103660884897,-0.7442305440151671,5246.18019479441,5001.81980520559,5124.0,244.3603895888209,47.823487098866984,41.75735995071532,59.95574139517031,-51.16279069767442,-9.835446052284627,45.692883897415726,571898.7272727273,820102,80557.09090909091,-9079.0,-10.148329476990492,
2018-12-13,5132.4,5111.8,5124.166666666667,5124.166666666667,5141.971541403851,132.33333333333334,44.688644688644686,-15.256660506521257,-15.11221503001217,-0.14444547650908746,5240.666634152682,5007.666699180652,5124.166666666667,232.99993497202922,49.56939956250996,44.36137315464687,59.98545237823615,-54.651162790697676,-14.408926605555806,44.68864469087912,552987.8333333334,475134,80040.5,-6026.0,-7.496516719745228,
2018-12-14,5131.2,5110.2,5124.7692307692305,5124.7692307692305,5141.02187079396,126.76923076923077,45.289855072463766,-14.162538258428867,-14.92227967569551,0.7597414172666426,5236.394060283557,5013.144401254904,5124.7692307692305,223.2496590286537,50.994984323724594,46.57257687767277,59.839799215828236,-52.906976744186046,-6.667163070824052,45.289855074728266,532591.5384615385,762970,79319.53846153847,-3690.0,-4.962478818687965,
