date,value,change,增减
2025-05-06,28629,0.0,
2025-05-07,30301,1672.0,
2025-05-08,30346,45.0,
2025-05-09,30200,-146.0,
2025-05-12,30494,294.0,
2025-05-13,30444,-50.0,
2025-05-14,31574,1130.0,
2025-05-15,31553,-21.0,
2025-05-16,32580,1027.0,
2025-05-19,32836,256.0,
2025-05-20,32836,0.0,
2025-05-21,32484,-352.0,
2025-05-22,32304,-180.0,
2025-05-23,32244,-60.0,
2025-05-26,32244,0.0,
2025-05-27,31881,-363.0,
2025-05-28,31581,-300.0,
2025-05-29,31481,-100.0,
2025-05-30,31020,-461.0,
2025-06-03,30731,-289.0,
2025-06-04,30300,-431.0,
2025-06-05,29893,-407.0,
2025-06-06,29443,-450.0,
2025-06-09,29443,0.0,
2025-06-10,29443,0.0,
2025-06-11,29216,-227.0,
2025-06-12,29116,-100.0,
2025-06-13,28736,-380.0,
2025-06-16,28586,-150.0,
2025-06-17,28586,0.0,
2025-06-18,28399,-187.0,
2025-06-19,28279,-120.0,
2025-06-20,27669,-610.0,
2025-06-23,27334,-335.0,
2025-06-24,24762,-2572.0,
2025-06-25,24612,-150.0,
2025-06-26,24302,-310.0,
2025-06-27,23992,-310.0,
2025-06-30,23749,-243.0,
2025-07-01,23749,0.0,
2025-07-02,23575,-174.0,
2025-07-03,23520,-55.0,
2025-07-04,23424,-96.0,
2025-07-07,23404,-20.0,
2025-07-08,23092,-312.0,
2025-07-09,22987,-105.0,
2025-07-10,22934,-53.0,
2025-07-11,22744,-190.0,
2025-07-14,22716,-28.0,
2025-07-15,22602,-114.0,
2025-07-16,22289,-313.0,
2025-07-17,21857,-432.0,
2025-07-18,21477,-380.0,
2025-07-21,21437,-40.0,
2025-07-22,21359,-78.0,
2025-07-23,21098,-261.0,
2025-07-24,20940,-158.0,
2025-07-25,20642,-298.0,
2025-07-28,20150,-492.0,
2025-07-29,19746,-404.0,
2025-07-30,19520,-226.0,
2025-07-31,19473,-47.0,
2025-08-01,19443,-30.0,
2025-08-04,19373,-70.0,
2025-08-05,19260,-113.0,
2025-08-06,18802,-458.0,
2025-08-07,18615,-187.0,
2025-08-08,18545,-70.0,
2025-08-11,18240,-305.0,
2025-08-12,17853,-387.0,
2025-08-13,17529,-324.0,
2025-08-14,17284,-245.0,
2025-08-15,17104,-180.0,
2025-08-18,16931,-173.0,
2025-08-19,16486,-445.0,
2025-08-20,16244,-242.0,
2025-08-21,15751,-493.0,
2025-08-22,15555,-196.0,
2025-08-25,15385,-170.0,
2025-08-26,15315,-70.0,
2025-08-27,14906,-409.0,
2025-08-28,14539,-367.0,
2025-08-29,13916,-623.0,
2025-09-01,13434,-482.0,
2025-09-02,13202,-232.0,
2025-09-03,12782,-420.0,
2025-09-04,12752,-30.0,
2025-09-05,12476,-276.0,
2025-09-08,12102,-374.0,
2025-09-09,11977,-125.0,
2025-09-10,11772,-205.0,
2025-09-11,11739,-33.0,
2025-09-12,11599,-140.0,
2025-09-15,11325,-274.0,
2025-09-16,11268,-57.0,
2025-09-17,10988,-280.0,
2025-09-18,10629,-359.0,
2025-09-19,10364,-265.0,
2025-09-22,10315,-49.0,
2025-09-23,10022,-293.0,
2025-09-24,9854,-168.0,
2025-09-25,9793,-61.0,
2025-09-26,9464,-329.0,
2025-09-29,8981,-483.0,
2025-09-30,8968,-13.0,
2025-10-09,8898,-70.0,
2025-10-10,8867,-31.0,
2025-10-13,8681,-186.0,
2025-10-14,8488,-193.0,
2025-10-15,8438,-50.0,
2025-10-16,8438,0.0,
2025-10-17,8418,-20.0,
2025-10-20,8407,-11.0,
2025-10-21,8376,-31.0,
2025-10-22,8313,-63.0,
2025-10-23,8196,-117.0,
2025-10-24,8185,-11.0,
2025-10-27,7795,-390.0,
2025-10-28,7695,-100.0,
2025-10-29,7625,-70.0,
2025-10-30,7541,-84.0,
2025-10-31,7530,-11.0,
2025-11-03,7462,-68.0,
2025-11-04,7432,-30.0,
2025-11-05,7422,-10.0,
2025-11-06,7422,0.0,
2025-11-07,7382,-40.0,-40.0
2025-11-10,7663,281.0,281.0
2025-11-11,7721,58.0,58.0
2025-11-12,7721,0.0,0.0
2025-11-13,7721,0.0,0.0
2025-11-14,8622,901.0,901.0
2025-11-17,8622,0.0,0.0
2025-11-18,8611,-11.0,-11.0
2025-11-19,8428,-183.0,-183.0
2025-11-20,7982,-446.0,-446.0
2025-11-21,7971,-11.0,-11.0
2025-11-24,7693,-278.0,-278.0
2025-11-25,7693,0.0,0.0
2025-11-26,7693,0.0,0.0
2025-11-27,75,-7618.0,-7618.0
2025-11-28,0,-75.0,-75.0
2025-12-01,0,0.0,0.0
2025-12-02,0,0.0,0.0
2025-12-03,0,0.0,0.0
2025-12-04,0,0.0,0.0
2025-12-05,0,0.0,0.0
2025-12-08,181,181.0,181.0
2025-12-09,181,0.0,0.0
2025-12-10,396,215.0,215.0
2025-12-11,611,215.0,215.0
2025-12-12,611,0.0,0.0
2025-12-15,611,0.0,0.0
2025-12-16,611,0.0,0.0
2025-12-17,611,0.0,0.0
2025-12-18,611,0.0,0.0
2025-12-19,3611,3000.0,3000.0
2025-12-22,4479,868.0,868.0
2025-12-23,4479,0.0,0.0
2025-12-24,5038,559.0,559.0
2025-12-25,5038,0.0,0.0
2025-12-26,5038,0.0,0.0
2025-12-29,5038,0.0,0.0
2025-12-30,5182,144.0,144.0
2025-12-31,5182,0.0,0.0
