时间,MA5,MA10,MA20,MA60,EMA20,ATR14,RSI14,MACD,MACD_SIGNAL,MACD_HIST,BOLL_UP,BOLL_LOW,BOLL_MID,BOLL_WIDTH,KDJ_K,KDJ_D,KDJ_J,WILLIAMS_R14,CCI20,STOCH_RSI,VOL_MA20,OBV,OI_MA20,OI_CHANGE,OI_CHANGE_PCT
2014-08-11,6482.0,6482.0,6482.0,6482.0,6482.0,230.0,0.0,0.0,0.0,0.0,6482.0,6482.0,6482.0,0.0,7.826086956521739,7.826086956521739,7.82608695652174,-92.17391304347827,0.0,0.0,59822.0,0,12275.0,0.0,0.0
2014-08-12,6466.0,6466.0,6466.0,6466.0,6478.952380952382,167.0,0.0,-2.552706552706695,-0.5105413105413391,-2.042165242165356,6511.254833995939,6420.745166004061,6466.0,90.50966799187881,9.503105590062113,8.385093167701864,11.73913043478261,-87.14285714285714,-35.35533905932737,0.0,51053.5,-42285,12547.0,544.0,4.4317718940936945
2014-08-13,6448.666666666667,6448.666666666667,6448.666666666667,6448.666666666667,6472.766439909298,143.33333333333334,0.0,-7.395394517902787,-1.8875119520136288,-5.507882565889158,6516.70587105159,6380.627462281744,6448.666666666667,136.07840876984665,7.484829014064397,8.085005116489375,6.284476809214443,-96.55172413793103,-37.740545796455606,0.0,49701.666666666664,-89283,13673.333333333334,3107.0,24.2374600202824
2014-08-14,6442.5,6442.5,6442.5,6442.5,6468.122017060794,124.5,12.820512820512818,-10.307524467638359,-3.5715144551385754,-6.736010012499784,6503.283769763537,6381.716230236463,6442.5,121.56753952707368,8.911454636827244,8.360488289935331,10.01338733061107,-88.23529411764706,-40.511680491128395,100.0,42651.5,-67782,13789.75,-1787.0,-11.22064548536984
2014-08-15,6433.2,6433.2,6433.2,6433.2,6461.253253531194,122.4,9.43396226415095,-14.705261328910638,-5.7982638298929885,-8.906997499017649,6500.288001907942,6366.111998092058,6433.2,134.17600381588454,10.229468783225961,8.983481787698874,12.721442774280135,-87.13450292397661,-45.27919169267728,73.58490566037742,42556.4,-109958,13834.6,-125.0,-0.8840794964283138
2014-08-18,6419.2,6429.666666666667,6429.666666666667,6429.666666666667,6456.562467480604,108.66666666666667,21.311475409836063,-16.70684705977692,-7.979980475869775,-8.726866583907144,6492.118781656207,6367.214551677127,6429.666666666667,124.9042299790799,12.667599071858243,10.211520882418665,17.5797554507374,-82.45614035087719,-36.74118667486152,99.99999999999999,37866.0,-95544,13409.666666666666,-2729.0,-19.47338375909804
2014-08-19,6410.0,6426.0,6426.0,6426.0,6451.556518196738,104.57142857142857,20.0,-18.722826227153746,-10.12854962612657,-8.594276601027175,6486.221812216726,6365.778187783274,6426.0,120.44362443345199,13.513292168763197,11.312111311200175,17.915653883889238,-84.7953216374269,-17.764166288457655,93.84615384615385,35206.42857142857,-114793,12862.857142857143,-1703.0,-15.090828533451484
2014-08-20,6404.4,6421.0,6421.0,6421.0,6445.313040273239,97.0,17.567567567567565,-21.52482897963182,-12.40780549682762,-9.1170234828042,6483.518568670207,6358.481431329793,6421.0,125.03713734041412,12.32270160178755,11.648974741395966,13.670155322570718,-90.05847953216374,-50.99124602021139,82.43243243243242,32204.25,-125982,12418.5,-274.0,-2.859528282195789
2014-08-21,6396.8,6417.111111111111,6417.111111111111,6417.111111111111,6439.664179294835,92.44444444444444,17.567567567567565,-23.474833085081627,-14.621211014478423,-8.853622070603205,6480.074945527738,6354.147276694484,6417.111111111111,125.92766883325385,11.528974557137118,11.60897467997635,11.368974311458654,-90.05847953216374,-47.631827546113904,82.43243243243242,29445.777777777777,-125982,12089.666666666666,151.0,1.6222604211431069
2014-08-22,6391.6,6412.4,6412.4,6412.4,6433.02949555247,87.8,15.853658536585357,-26.011447890377895,-16.899258389658318,-9.112189500719577,6478.820880251117,6345.979119748882,6412.4,132.84176050223505,11.300440869416713,11.506130076456472,10.889062455337196,-94.73684210526316,-47.114844256156765,74.390243902439,26813.6,-129106,11765.5,-611.0,-6.4594566021778155
2014-08-25,6387.6,6403.4,6410.545454545455,6410.545454545455,6429.121924547472,82.72727272727273,25.80645161290323,-25.94741165076175,-18.708889041879004,-7.238522608882747,6474.747408636361,6346.343500454549,6410.545454545455,128.40390818181186,16.542636255286816,13.18496546939992,23.257977827060607,-88.30409356725146,-37.52505090602245,99.99999999999999,24959.18181818182,-122691,11220.363636363636,-3079.0,-34.79882459312839
2014-08-26,6394.0,6402.0,6412.666666666667,6412.666666666667,6429.776979352475,81.5,40.0,-22.091572298916617,-19.38542569328653,-2.7061466056300887,6475.620233008467,6349.713100324867,6412.666666666667,125.90713268360014,33.25064639241343,19.873525777071087,60.004887623098114,-75.43859649122807,-0.6559378258112507,100.0,23892.833333333332,-110528,10758.333333333334,-93.0,-1.6120644825793007
2014-08-27,6405.2,6404.8,6414.923076923077,6414.923076923077,6430.941076557001,77.84615384615384,41.525423728813564,-18.340227253465855,-19.176386005322392,0.8361587518565372,6477.354167139739,6352.491986706415,6414.923076923077,124.86218043332337,45.976621404466094,28.574557652869423,80.78074890765943,-73.6842105263158,11.756269944689741,100.0,22337.384615384617,-106856,10323.153846153846,-575.0,-10.130373502466528
2014-08-28,6407.6,6402.2,6413.714285714285,6413.714285714285,6427.80383117062,78.42857142857143,35.0,-18.702105326079618,-19.081529869473837,0.3794245433942187,6474.374390821747,6353.054180606824,6413.714285714285,121.32021021492255,41.93313221836201,33.02741584136695,59.74456497235214,-86.54970760233918,4.1557462323715075,84.28571428571428,21101.285714285714,-111888,9868.142857142857,-1148.0,-22.505391099784354
2014-08-29,6409.2,6400.4,6411.333333333333,6411.333333333333,6423.0606091543705,65.14285714285714,32.66666666666667,-20.3679402225589,-19.33881194009085,-1.0291282824680508,6472.627316569474,6350.039350097192,6411.333333333333,122.58796647228155,34.10926763275416,33.38803310516269,35.55173668793711,-84.33734939759036,-42.117860466133024,78.66666666666667,19993.4,-116371,9479.266666666666,82.0,2.074373893245629
2014-09-01,6405.2,6396.4,6408.875,6408.875,6418.197693996812,59.57142857142857,35.76642335766424,-21.91960072296206,-19.85496969666509,-2.0646310262969685,6471.271046883329,6346.478953116671,6408.875,124.79209376665858,27.35489637055406,31.376987526959816,19.310714057742544,-86.48648648648648,-48.30061498655738,86.13138686131387,18867.4375,-118349,9102.6875,-581.0,-14.39900867410161
2014-09-02,6393.6,6393.8,6407.058823529412,6407.058823529412,6414.369342187591,54.142857142857146,42.622950819672134,-22.406860650936324,-20.365347887519338,-2.0415127634169856,6469.302178950835,6344.815468107989,6407.058823529412,124.48671084284615,24.390443734215523,29.048139596045054,15.075052010556462,-80.3030303030303,-44.2319089259919,100.0,17912.0,-115724,8812.529411764706,716.0,20.72958888245513
2014-09-03,6374.0,6389.6,6403.555555555556,6403.555555555556,6407.667500074487,54.42857142857143,35.07462686567165,-25.245518877686663,-21.341382085552805,-3.9041367921338583,6470.860733128344,6336.2503779827675,6403.555555555556,134.61035514557625,23.376400691724207,27.15755996127144,15.814082152629751,-78.65168539325843,-80.20011905732322,77.25654115257821,17080.38888888889,-118667,8596.0,745.0,17.86570743405276
2014-09-04,6362.4,6385.0,6400.210526315789,6400.210526315789,6401.222976257869,48.285714285714285,38.52459016393443,-27.500928954170377,-22.57329145927632,-4.927637494894057,6471.825481139386,6328.595571492192,6400.210526315789,143.2299096471943,21.951308326318014,25.4221427496203,15.009639479713442,-80.89887640449439,-73.70773511668085,84.69006721433905,16306.105263157895,-121036,8449.78947368421,903.0,18.372329603255345
2014-09-05,6354.8,6382.0,6397.2,6397.2,6395.392216614263,48.42857142857143,34.21052631578948,-28.954587231140067,-23.849550613649072,-5.105036617490995,6471.925039839048,6322.474960160952,6397.2,149.4500796780958,21.00124674938055,23.948510749540382,15.106718749060882,-80.89887640449439,-67.54583647655133,68.57434849259072,15588.25,-121036,8315.65,-51.0,-0.8765898934341654
2014-09-08,6346.4,6375.8,6389.6,6394.0,6389.164386460524,44.42857142857143,33.91304347826086,-30.56124728026225,-25.191889946971706,-5.369357333290544,6458.718966853877,6320.481033146124,6389.6,138.23793370775275,18.495213188725607,22.130744895935457,11.224149774305907,-86.51685393258427,-77.54943285787247,67.46306458421272,12651.75,-122128,8011.2,419.0,7.265475984047165
2014-09-10,6330.4,6362.0,6382.0,6389.636363636364,6380.482063940474,45.714285714285715,31.967213114754102,-34.02445675145191,-26.958403307867748,-7.06605344358416,6456.3816615769465,6307.6183384230535,6382.0,148.763323153893,16.959771755446702,20.407087182439206,10.065140901461696,-86.11111111111111,-112.78994423616476,60.19417475728158,10705.3,-125484,7741.0,1229.0,19.867442612350473
2014-09-11,6321.6,6347.8,6376.3,6385.739130434783,6372.817105469953,52.714285714285715,32.52032520325203,-36.19051024880628,-28.804824696055455,-7.385685552750822,6457.514725136193,6295.085274863807,6376.3,162.42945027238602,30.20415229890672,23.67277555459504,43.26690578753008,-56.09756097560975,-129.69827878586761,62.26039332835449,8466.0,-123272,7309.6,-117.0,-1.5778826702629756
2014-09-12,6306.4,6334.4,6368.3,6380.666666666667,6362.4535716156715,52.0,30.075187969924812,-40.34692811426794,-31.113245379697954,-9.233682734569985,6460.508231165861,6276.09176883414,6368.3,184.41646233172105,35.39033882074007,27.578629976643384,51.01375650893344,-67.07317073170732,-92.32343729564724,25.3842152551189,7432.85,-124110,6969.25,34.0,0.465881063305007
