时间,开盘,最高,最低,收盘,成交量,持仓量,涨跌,涨跌幅,成交额,MA5,MA10,MA20,MA60,EMA20,ATR14,RSI14,MACD,MACD_SIGNAL,MACD_HIST,BOLL_UP,BOLL_LOW,BOLL_MID,BOLL_WIDTH,KDJ_K,KDJ_D,KDJ_J,WILLIAMS_R14,CCI20,STOCH_RSI,VOL_MA20,OBV,OI_MA20,OI_CHANGE,OI_CHANGE_PCT,动态结算价
2024-09-11,13210,13280,13060,13265,145898,180246,,,,13344.0,13496.0,13622.75,13841.083333333334,13576.028525384983,147.5,28.708133971291858,-145.61731401926954,-100.43078918291612,-45.18652483635343,14046.15070606311,13199.34929393689,13622.75,846.8014121262204,18.13033265245673,21.311526124248307,11.767945708873576,-76.4367816091954,-101.56471209736516,14.735402116783069,117227.35,661361,123121.7,-2832.0,-1.5468816569986554,
2024-09-12,13250,13430,13245,13380,134146,165466,,,,13324.0,13447.5,13610.75,13831.166666666666,13557.359142014984,153.92857142857142,34.64912280701755,-142.88731051806462,-108.92209344994583,-33.96521706811879,14047.861030095995,13173.638969904005,13610.75,874.2220601919907,25.420221768304486,22.681091338933697,30.898482627046064,-63.2183908045977,-60.02623697181959,32.91921664626687,117473.5,795507,123569.1,-14780.0,-8.199904574858808,
2024-09-13,13395,13410,13285,13350,102144,159517,,,,13301.0,13396.5,13595.5,13822.75,13537.61065229927,153.92857142857142,28.899082568807344,-141.51323586021863,-115.44032193200039,-26.07291392821824,14047.150773333375,13143.849226666625,13595.5,903.3015466667493,34.68381757030697,26.682000082724787,50.68745254547134,-66.66666666666667,-55.34396112515629,15.319845881599962,116904.55,693363,123844.9,-5949.0,-3.5953005451271003,
2024-09-18,13350,13395,13275,13370,78273,160140,,,,13320.0,13378.0,13577.25,13813.666666666666,13521.647733032674,153.57142857142858,23.26732673267327,-137.22855359711866,-119.79796826502404,-17.430585332094623,14034.627823778344,13119.872176221656,13577.25,914.7556475566889,43.58459125149177,32.31619713898045,66.12137947651443,-64.36781609195403,-50.57241900997923,0.0,113265.7,771636,124482.65,623.0,0.390553984841735,
2024-09-19,13390,13460,13300,13460,120875,161278,,,,13365.0,13371.0,13567.5,13806.0,13515.776520362895,157.14285714285714,31.40096618357488,-125.12826346395377,-120.86402730481,-4.264236159143778,14026.211008668517,13108.788991331483,13567.5,917.422017337034,55.459034431687584,40.03047623654949,86.31615082196376,-54.02298850574713,-34.23976251512916,24.426568815006828,113880.35,892511,125080.45,1138.0,0.7106282003247255,
2024-09-20,13440,13465,13360,13365,117163,154911,,,,13385.0,13364.5,13544.5,13796.083333333334,13501.416851756905,158.57142857142858,27.47747747747748,-121.80036363353793,-121.05129457055558,-0.7490690629823433,13994.902159478794,13094.097840521206,13544.5,900.8043189575874,58.60389529488393,46.221615922660966,83.36845403932985,-64.94252873563218,-32.67592895648053,12.643729478088993,112580.15,775348,125705.15,-6367.0,-3.94784161509939,
2024-09-23,13390,13390,13070,13110,166332,157604,,,,13331.0,13327.5,13514.5,13781.25,13464.139056351487,174.64285714285714,22.42647058823529,-138.14687671644788,-124.47041099973406,-13.676465716713821,13997.254159948283,13031.745840051717,13514.5,965.5083198965658,43.03751749817659,45.16024978116617,38.792052932197436,-93.75,-69.34005409306562,0.0,114390.4,609016,126897.3,2693.0,1.7384175429763005,
2024-09-24,13110,13300,13085,13295,145292,144202,,,,13320.0,13310.5,13492.75,13768.75,13448.030574794204,168.21428571428572,39.516129032258064,-134.62181572195914,-126.50069194417908,-8.121123777780056,13973.817617525418,13011.682382474582,13492.75,962.135235050835,48.033242118125955,46.1179138934861,51.863898567405684,-56.88073394495413,-55.542714959099484,65.58220358852006,116114.1,754308,127855.75,-13402.0,-8.50359127940915,
2024-09-25,13310,13500,13300,13385,180457,122994,,,,13323.0,13321.5,13471.5,13756.25,13442.027662909042,177.14285714285714,44.44444444444444,-123.14637687189497,-125.82982892972227,2.683452057827296,13930.607830471234,13012.392169528766,13471.5,918.2156609424674,56.643373533296085,49.62640044008943,70.6773197197094,-35.64356435643565,-17.199361242875952,100.00000000000001,119174.55,934765,128775.15,-21208.0,-14.707146918905423,
2024-09-26,13400,13435,13335,13405,134905,96996,,,,13312.0,13338.5,13446.25,13743.916666666666,13438.501218822466,175.35714285714286,48.97959183673469,-111.15682931846277,-122.89522900747038,11.738399689007608,13856.793606248571,13035.706393751429,13446.25,821.0872124971429,63.7312412702594,54.32801405014608,82.53769571048605,-31.683168316831683,-13.86026281246402,100.0,119508.25,1069670,129040.5,-25998.0,-21.137616469096056,
