时间,开盘,最高,最低,收盘,成交量,持仓量,涨跌,涨跌幅,成交额,MA5,MA10,MA20,MA60,EMA20,ATR14,RSI14,MACD,MACD_SIGNAL,MACD_HIST,BOLL_UP,BOLL_LOW,BOLL_MID,BOLL_WIDTH,KDJ_K,KDJ_D,KDJ_J,WILLIAMS_R14,CCI20,STOCH_RSI,VOL_MA20,OBV,OI_MA20,OI_CHANGE,OI_CHANGE_PCT,symbol,date,turnover,settle,pre_settle,variety
2019-12-06,1580.0,1585.0,1546.0,1561.0,159015,19461,,,,1561.0,1561.0,1561.0,1561.0,1561.0,39.0,0.0,0.0,0.0,0.0,1561.0,1561.0,1561.0,0.0,38.46153846153846,38.46153846153846,38.46153846153847,-61.53846153846154,0.0,0.0,159015.0,0,19461.0,0.0,0.0,,,,,,
2019-12-09,1564.0,1591.0,1556.0,1572.0,83739,15784,,,,1566.5,1566.5,1566.5,1566.5,1562.047619047619,37.0,99.99999999818182,0.8774928774928412,0.17549857549856826,0.7019943019942729,1582.056349186104,1550.943650813896,1566.5,31.112698372207888,44.9002849002849,40.60778727445394,53.485280151946824,-42.22222222222222,35.35533905932738,100.00000000000001,121377.0,83739,17622.5,-3677.0,-18.894198653717687,,,,,,
2019-12-10,1572.0,1634.0,1570.0,1634.0,110836,34088,,,,1589.0,1589.0,1589.0,1589.0,1568.9002267573696,46.0,99.99999999958904,6.5008563242183754,1.4405701252425298,5.060286198975845,1667.7146746166177,1510.2853253833823,1589.0,157.42934923323537,63.26685660018993,48.160810383032604,93.4789490345046,-0.0,56.856480825705425,100.0,117863.33333333333,194575,23111.0,18304.0,115.96553471870249,,,,,,
2019-12-11,1649.0,1674.0,1637.0,1649.0,229577,33010,,,,1604.0,1604.0,1604.0,1604.0,1576.5287765900011,44.5,99.99999999954545,12.029122770237109,3.558280654241446,8.470842115995662,1691.92420978699,1516.07579021301,1604.0,175.8484195739802,69.00082106679329,55.107480610952834,96.78750197847421,-19.53125,64.22390471419946,99.99999999995642,145791.75,424152,25585.75,-1078.0,-3.162403191739027,,,,,,
2019-12-12,1642.0,1654.0,1625.0,1630.0,122811,35024,,,,1609.2,1609.2,1609.2,1609.2,1581.62127405762,41.4,82.24299065420561,14.707632119451318,5.7881509472834205,8.919481172167899,1688.8165811875892,1529.5834188124109,1609.2,159.23316237517838,67.87554737786219,59.363502866589286,84.89963640040801,-34.375,36.626664948596506,82.24299065454359,141195.6,301341,27473.4,2014.0,6.101181460163585,,,,,,
2019-12-13,1633.0,1639.0,1623.0,1630.0,66160,34693,,,,1623.0,1612.6666666666667,1612.6666666666667,1612.6666666666667,1586.228771766418,37.166666666666664,82.24299065420561,16.638570987132653,7.958234955253267,8.680336031879385,1685.87504505785,1539.4582882754835,1612.6666666666667,146.41675678236652,67.12536491857479,61.950790217251125,77.4745143212221,-34.375,26.401567582933268,82.24299065454359,128689.66666666667,301341,28676.666666666668,-331.0,-0.9450662402923693,,,,,,
2019-12-16,1634.0,1659.0,1626.0,1632.0,138825,38749,,,,1635.0,1615.4285714285713,1615.4285714285713,1615.4285714285713,1590.5879363600925,36.57142857142857,82.56880733944953,18.12134564429448,9.99085709306151,8.130488551232968,1683.837704764768,1547.0194380923747,1615.4285714285713,136.8182666723933,67.14607661238318,63.682552348961806,74.07312513922594,-32.8125,34.01963597200958,82.56880733978886,130137.57142857143,440166,30115.571428571428,4056.0,11.691119245957404,,,,,,
2019-12-17,1629.0,1636.0,1578.0,1623.0,111870,35298,,,,1632.8,1616.375,1616.375,1616.375,1593.6747995638934,39.25,76.27118644067797,18.3586039011102,11.66440645467125,6.694197446438951,1679.935432435821,1552.814567564179,1616.375,127.12086487164197,64.81613440825546,64.06041303539303,66.32757715398034,-39.84375,-4.440941595245404,76.27118644099141,127854.125,328296,30763.375,-3451.0,-8.90603628480735,,,,,,
2019-12-18,1623.0,1650.0,1622.0,1628.0,97596,35900,,,,1628.6,1617.6666666666667,1617.6666666666667,1617.6666666666667,1596.943866272094,38.0,77.23577235772358,18.734135539343697,13.07835227160574,5.655783267737958,1677.6249855223518,1557.7083478109816,1617.6666666666667,119.91663771137019,64.56492293883697,64.22858300320767,65.23760281009558,-35.9375,26.517502576678318,77.23577235804099,124492.11111111111,425892,31334.11111111111,602.0,1.7054790639696282,,,,,,
2019-12-19,1628.0,1641.0,1623.0,1626.0,65476,37415,,,,1627.8,1618.5,1618.5,1618.5,1599.7111171033232,36.0,76.0,18.655316902183586,14.19374519772131,4.461571704462276,1675.2744073798515,1561.7255926201485,1618.5,113.54881475970296,62.817293258659674,63.75815308835834,60.93557359926234,-37.5,19.89098585157014,76.00000000031233,118590.5,360416,31942.2,1515.0,4.220055710306414,,,,,,
