排名,会员简称,成交量,比上交易增减,date,contract,position_type,symbol
1,中信期货,14994,-5457.0,2025-12-25,pb2602,成交量,PB
2,东证期货,13063,-4052.0,2025-12-25,pb2602,成交量,PB
3,海通期货,11269,3175.0,2025-12-25,pb2602,成交量,PB
4,华泰期货,10074,-6731.0,2025-12-25,pb2602,成交量,PB
5,国泰君安,9307,-1018.0,2025-12-25,pb2602,成交量,PB
6,浙商期货,5064,2798.0,2025-12-25,pb2602,成交量,PB
7,华闻期货,3735,-776.0,2025-12-25,pb2602,成交量,PB
8,中泰期货,2997,817.0,2025-12-25,pb2602,成交量,PB
9,银河期货,2618,-1147.0,2025-12-25,pb2602,成交量,PB
10,民生期货,2236,2033.0,2025-12-25,pb2602,成交量,PB
11,方正中期,1664,-91.0,2025-12-25,pb2602,成交量,PB
12,广发期货,1539,-800.0,2025-12-25,pb2602,成交量,PB
13,宏源期货,1455,264.0,2025-12-25,pb2602,成交量,PB
14,申万期货,1453,-356.0,2025-12-25,pb2602,成交量,PB
15,国信期货,1287,76.0,2025-12-25,pb2602,成交量,PB
16,渤海期货,1206,322.0,2025-12-25,pb2602,成交量,PB
17,中辉期货,1161,9.0,2025-12-25,pb2602,成交量,PB
18,紫金天风,1115,606.0,2025-12-25,pb2602,成交量,PB
19,国元期货,964,39.0,2025-12-25,pb2602,成交量,PB
20,平安期货,962,-322.0,2025-12-25,pb2602,成交量,PB
1,中信期货,17658,2664.0,2025-12-26,pb2602,成交量,PB
2,东证期货,15188,2125.0,2025-12-26,pb2602,成交量,PB
3,海通期货,10623,-646.0,2025-12-26,pb2602,成交量,PB
4,华泰期货,10334,260.0,2025-12-26,pb2602,成交量,PB
5,国泰君安,9320,13.0,2025-12-26,pb2602,成交量,PB
6,浙商期货,3857,-1207.0,2025-12-26,pb2602,成交量,PB
7,华闻期货,3590,-145.0,2025-12-26,pb2602,成交量,PB
8,中泰期货,3146,149.0,2025-12-26,pb2602,成交量,PB
9,银河期货,2750,132.0,2025-12-26,pb2602,成交量,PB
10,申万期货,2035,582.0,2025-12-26,pb2602,成交量,PB
11,乾坤期货,1908,1737.0,2025-12-26,pb2602,成交量,PB
12,中金财富,1735,934.0,2025-12-26,pb2602,成交量,PB
13,方正中期,1460,-204.0,2025-12-26,pb2602,成交量,PB
14,国信期货,1429,142.0,2025-12-26,pb2602,成交量,PB
15,中辉期货,1409,248.0,2025-12-26,pb2602,成交量,PB
16,国元期货,1355,391.0,2025-12-26,pb2602,成交量,PB
17,广发期货,1211,-328.0,2025-12-26,pb2602,成交量,PB
18,招商期货,1186,641.0,2025-12-26,pb2602,成交量,PB
19,宝城期货,1064,241.0,2025-12-26,pb2602,成交量,PB
20,南华期货,1039,217.0,2025-12-26,pb2602,成交量,PB
1,中信期货,23459,5801.0,2025-12-29,pb2602,成交量,PB
2,海通期货,16343,5720.0,2025-12-29,pb2602,成交量,PB
3,东证期货,16092,904.0,2025-12-29,pb2602,成交量,PB
4,国泰君安,14491,5171.0,2025-12-29,pb2602,成交量,PB
5,华泰期货,14362,4028.0,2025-12-29,pb2602,成交量,PB
6,中泰期货,13444,10298.0,2025-12-29,pb2602,成交量,PB
7,浙商期货,9857,6000.0,2025-12-29,pb2602,成交量,PB
8,华闻期货,6541,2951.0,2025-12-29,pb2602,成交量,PB
