时间,MA5,MA10,MA20,MA60,EMA20,ATR14,RSI14,MACD,MACD_SIGNAL,MACD_HIST,BOLL_UP,BOLL_LOW,BOLL_MID,BOLL_WIDTH,KDJ_K,KDJ_D,KDJ_J,WILLIAMS_R14,CCI20,STOCH_RSI,VOL_MA20,OBV,OI_MA20,OI_CHANGE,OI_CHANGE_PCT
2020-03-30,2366.0,2366.0,2366.0,2366.0,2366.0,120.0,0.0,0.0,0.0,0.0,2366.0,2366.0,2366.0,0.0,40.0,40.0,40.0,-60.0,0.0,0.0,85116.0,0,10171.0,0.0,0.0
2020-03-31,2455.5,2455.5,2455.5,2455.5,2383.047619047619,149.5,99.99999999988827,14.279202279201854,2.855840455840371,11.423361823361484,2708.644227664784,2202.355772335216,2455.5,506.288455329568,60.0,46.66666666666667,86.66666666666666,-0.0,35.35533905932738,100.0,87477.5,89839,14531.0,8720.0,85.73394946416282
2020-04-01,2511.6666666666665,2511.6666666666665,2511.6666666666665,2511.6666666666665,2405.9954648526077,137.0,99.99999999988373,31.60587982240395,8.605848329153087,23.000031493250862,2776.047704816783,2247.28562851655,2511.6666666666665,528.7620763002333,71.48148148148148,54.93827160493827,104.56790123456791,-5.555555555555555,48.18249903553641,99.99999999999545,124796.66666666667,289274,17005.666666666668,3064.0,16.219363718172673
2020-04-02,2578.5,2578.5,2578.5,2578.5,2441.5197062952166,145.75,99.99999999990315,57.18540348363149,18.321759360048766,38.86364412358272,2922.1063639302006,2234.8936360697994,2578.5,687.2127278604012,80.98765432098764,63.621399176954725,115.72016460905348,-0.0,58.736412280681286,100.0,145111.75,495331,19375.75,4531.0,20.63766795718516
2020-04-03,2637.8,2637.8,2637.8,2637.8,2482.80354379091,145.2,99.99999999990177,84.23277497338358,31.503962482715732,52.72881249066785,3036.396036106733,2239.2039638932674,2637.8,797.1920722134655,87.32510288065843,71.52263374485597,118.93004115226336,-0.0,62.46962151365631,99.99999999999862,180796.4,818866,22651.0,9266.0,34.98452012383901
2020-04-07,2768.4,2701.3333333333335,2701.3333333333335,2701.3333333333335,2533.869872953681,152.33333333333334,99.99999999990811,115.9509973659433,48.393369459361246,67.55762790658204,3174.5971779978786,2228.0694886687884,2701.3333333333335,946.5276893290902,89.58138849762017,77.54221866244403,113.65972816797242,-5.906040268456376,72.41198148224072,99.99999999999999,222405.33333333334,1249316,26917.0,12495.0,34.949093756992625
2020-04-08,2847.2,2735.285714285714,2735.285714285714,2735.285714285714,2572.4536945771397,148.85714285714286,89.08594815825376,133.09831123628555,65.33435781474611,67.76395342153944,3203.1813070350854,2267.390121536343,2735.285714285714,935.7911854987424,87.50616056440897,80.86353262976567,100.79141643369559,-16.644295302013422,51.33904123375407,89.08594815833561,261215.42857142858,755240,30094.0,909.0,1.8840549671482076
2020-04-09,2926.0,2770.625,2770.625,2770.625,2614.8866760459837,143.375,90.14778325123153,151.31802083571256,82.53109041893941,68.78693041677315,3247.714913658092,2293.535086341908,2770.625,954.179827316184,89.65735089081403,83.79480538344846,101.38244190554516,-6.040268456375839,54.61185589885861,90.14778325131435,285752.0,1212748,32052.875,-3391.0,-6.898445764504846
2020-04-10,2974.4,2798.4444444444443,2798.4444444444443,2798.4444444444443,2653.5641354701756,139.55555555555554,90.1840490797546,164.10761643827573,98.84639562280668,65.26122081546904,3274.914916888552,2321.9739720003367,2798.4444444444443,952.9409448882152,91.22570596300353,86.27177224330015,101.13357340241032,-5.6375838926174495,44.55371296069804,90.18404907983748,288511.1111111111,1523332,33635.0,527.0,1.151535015841798
2020-04-13,3027.2,2832.5,2832.5,2832.5,2699.796122568254,141.3,91.42550911039658,181.67088801933505,115.41129410211235,66.2595939172227,3330.687158048503,2334.312841951497,2832.5,996.3743160970062,92.47088407869487,88.33814285509838,100.7363665258878,-4.534883720930233,64.02209029856826,91.42550911048059,299758.4,1924316,35979.1,10784.0,23.29560183185
