时间,开盘,最高,最低,收盘,成交量,持仓量,涨跌,涨跌幅,成交额,MA5,MA10,MA20,MA60,EMA20,ATR14,RSI14,MACD,MACD_SIGNAL,MACD_HIST,BOLL_UP,BOLL_LOW,BOLL_MID,BOLL_WIDTH,KDJ_K,KDJ_D,KDJ_J,WILLIAMS_R14,CCI20,STOCH_RSI,VOL_MA20,OBV,OI_MA20,OI_CHANGE,OI_CHANGE_PCT,index,symbol,date,turnover,settle,pre_settle,variety
2007-04-17,32055.0,32360.0,31860.0,32245,29836,0,,,,32412.0,31365.0,30616.875,30616.875,30793.051349983158,843.9285714285714,65.18072289156626,831.8113636615199,560.8339831119223,270.97738054959757,33711.73929427851,27522.010705721492,30616.875,6189.728588557016,70.5244721064151,73.09444690681117,65.38452250562298,-31.123919308357348,51.56542387289096,65.14283598716298,21897.625,124603,0.0,0.0,0.0,,,,,,,
2007-04-18,32100.0,32640.0,31855.0,32160,38205,0,,,,32295.0,31703.0,30707.647058823528,30707.647058823528,30923.236935699046,878.2142857142857,65.77507598784194,834.240549293947,615.5152963483273,218.72525294561967,33796.310033411115,27618.98408423594,30707.647058823528,6177.325949175174,67.20899296497038,71.13262892619757,59.361721042515995,-32.75696445725264,50.357976008474246,66.67203893693195,22856.882352941175,86398,0.0,0.0,0.0,,,,,,,
2007-04-19,33590.0,33590.0,33400.0,33590,12754,0,,,,32534.0,32163.5,30867.777777777777,30867.777777777777,31177.214370394373,940.7142857142857,75.0,940.7108166778271,680.5544004142273,260.1564162635998,34157.897071560335,27577.658483995216,30867.777777777777,6580.23858756512,75.70138538090224,72.65554774443245,81.79306065384179,-5.283381364073007,82.6490661733981,90.40671971706455,22295.61111111111,99152,0.0,0.0,0.0,,,,,,,
2007-04-20,33790.0,34030.0,31560.0,32790,73111,0,,,,32501.0,32418.0,30968.947368421053,30968.947368421053,31330.813001785384,1083.5714285714287,67.78242677824268,949.589677828415,734.3614558970648,215.22822193135016,34285.7808298005,27652.113907041614,30968.947368421053,6633.666922758883,67.1342569206015,70.81511746982213,59.77253582216025,-23.09124767225326,56.36433727005599,71.83672432199484,24970.105263157893,26041,0.0,0.0,0.0,,,,,,,
2007-04-23,33000.0,33100.0,31990.0,32960,64604,0,,,,32749.0,32575.5,31068.5,31068.5,31485.973668282015,1148.9285714285713,69.05503634475596,959.2857692959296,779.3463185768378,179.93945071909184,34417.41357088581,27719.586429114188,31068.5,6697.8271417716205,63.64955859484095,68.42659784482841,54.09548009486602,-19.925512104283055,50.275619706123884,75.11100406447582,26951.8,90645,0.0,0.0,0.0,,,,,,,
2007-04-24,33280.0,33660.0,32400.0,32840,55407,0,,,,32868.0,32640.0,31249.5,31152.85714285714,31614.928557017058,1193.9285714285713,71.96969696969697,946.3777410235161,812.7526030661735,133.62513795734264,34568.927502954146,27930.07249704585,31249.5,6638.855005908295,59.706993179286684,65.5200629563145,48.08085362523104,-23.564356435643564,53.35680984984045,79.92958056352224,29182.0,35238,0.0,0.0,0.0,,,,,,,
2007-04-25,33980.0,34100.0,33460.0,34065,51331,0,,,,33249.0,32772.0,31466.5,31285.227272727272,31848.268694444003,1249.642857142857,74.75633528265107,1023.2004796588226,854.8421783847034,168.35830127411919,34930.58657361125,28002.413426388757,31466.5,6928.173147222489,72.67867786755595,67.90626792672832,82.22349774921119,-0.7675438596491229,72.04482521429567,72.84765521722568,31318.6,86569,0.0,0.0,0.0,,,,,,,
2007-04-26,33335.0,33480.0,32860.0,33070,62925,0,,,,33145.0,32839.5,31641.75,31362.82608695652,31964.624056877907,1245.7142857142858,64.13206603301651,992.3556113000632,882.3448649677754,110.0107463322878,35055.06028552389,28228.439714476113,31641.75,6826.620571047777,68.26872487758322,68.02708691034663,68.75200081205642,-25.782227784730914,45.538863945324344,0.0,34239.2,23644,0.0,0.0,0.0,,,,,,,
2007-04-27,33365.0,33500.0,33120.0,33305,33865,0,,,,33248.0,32874.5,31855.5,31443.75,32092.27890860382,1175.7142857142858,60.56105610561056,975.6269467876373,901.0012813317478,74.62566545588948,35111.98001763609,28599.01998236391,31855.5,6512.960035272179,68.41274571891375,68.15563984653568,68.92695746366991,-31.176470588235293,46.17978467539378,0.0,35702.7,57509,0.0,0.0,0.0,,,,,,,
2007-04-30,32500.0,32700.0,32160.0,32270,36940,0,,,,33110.0,32929.5,31999.5,31476.8,32109.204726832028,1199.642857142857,50.402576489533004,868.8380848843153,894.5686420422614,-25.730557157946123,35044.791274635056,28954.20872536494,31999.5,6090.582549270115,54.92608244777978,63.74578738028371,37.286672582771914,-72.04724409448819,13.612156000089556,0.0,37196.2,20569,0.0,0.0,0.0,,,,,,,
2007-05-01,32310.0,32775.0,32120.0,32700,25489,0,,,,33082.0,32975.0,32170.0,31523.846153846152,32165.470943324213,1111.7857142857142,49.75530179445351,809.5723032234855,877.5693742785063,-67.9970710550208,34946.535137256695,29393.464862743305,32170.0,5553.070274513389,51.57801821977969,59.68986432678237,35.35432600577434,-55.118110236220474,14.698058428958763,0.0,38319.5,46058,0.0,0.0,0.0,,,,,,,
2007-05-09,33705.0,33705.0,33705.0,33705,329,0,,,,33010.0,33129.5,32416.25,31604.62962962963,32312.092758245715,1114.2857142857142,56.6497461928934,834.0840434809688,868.8723081189988,-34.78826463803,34767.94787488462,30064.552125115377,32416.25,4703.395749769246,62.53495177906573,60.638226810876816,66.32840171544356,-15.551181102362206,56.26256492930698,25.77086858248969,38017.4,46387,0.0,0.0,0.0,,,,,,,
2007-05-10,35590.0,35590.0,34500.0,34555,50093,0,,,,33307.0,33226.0,32694.75,31710.0,32525.702971746123,1188.2142857142858,57.88954635108481,911.5894349250884,877.4157334802168,34.173701444871654,34615.2391783633,30774.260821636704,32694.75,3840.978356726595,65.43996785271048,62.2388071581547,71.84228924182204,-25.682382133995038,106.83776217827624,32.221595561970844,40291.3,96480,0.0,0.0,0.0,,,,,,,
2007-05-11,34190.0,34745.0,34105.0,34710,55157,0,,,,33588.0,33418.0,32918.0,31813.44827586207,32733.731260151253,1137.142857142857,66.50110375275938,974.2892209861529,896.7904309814041,77.4987900047488,34670.13974448688,31165.860255513126,32918.0,3504.2794889737524,68.50656838595684,64.32806090075542,76.8635833563597,-21.83622828784119,89.1595515551686,66.33393602870112,42554.05,151637,0.0,0.0,0.0,,,,,,,
2007-05-14,33800.0,34000.0,33205.0,33330,43916,0,,,,33800.0,33455.0,33015.25,31864.0,32790.518759184466,1198.9285714285713,55.47150781643974,902.2245038432593,897.8772455537753,4.347258289483989,34618.73132774319,31411.76867225681,33015.25,3206.962655486379,57.29448459159851,61.98353546436978,47.91638284605597,-56.07940446650124,30.88641964307194,22.643194129095704,43177.35,107721,0.0,0.0,0.0,,,,,,,
2007-05-15,33860.0,33900.0,33330.0,33410,36485,0,,,,33942.0,33512.0,33076.0,31913.870967741936,32849.51697259547,1183.5714285714287,56.30676084762865,841.8635487729844,886.6745061976171,-44.81095742463276,34640.21697243129,31511.78302756871,33076.0,3128.4339448625833,50.588253896800545,58.185108275180035,35.39454514004156,-54.09429280397023,29.286090019773,25.951821645210746,44149.55,144206,0.0,0.0,0.0,,,,,,,
2007-05-16,32600.0,32630.0,32255.0,32255,29794,0,,,,33652.0,33331.0,33051.5,31924.53125,32792.89630853876,1163.9285714285713,43.07213284898806,692.8415634754929,847.9079176531924,-155.0663541776995,34652.46385441955,31450.536145580452,33051.5,3201.9277088390954,35.022332569048594,50.46418303980289,4.138631627540008,-82.75434243176178,-43.00154202700887,0.0,42314.3,114412,0.0,0.0,0.0,,,,,,,
2007-05-17,32300.0,32530.0,31435.0,31830,46509,0,,,,33107.0,33207.0,33023.25,31921.666666666668,32701.191898201734,1065.7142857142858,44.816414686825055,534.2876825332933,785.1838706292126,-250.89618809591934,34691.51501428722,31354.984985712777,33023.25,3336.530028574445,26.517094556662162,42.48182021208932,-5.412356754192146,-90.49338146811071,-66.97708949865475,5.505209864407932,41686.15,67903,0.0,0.0,0.0,,,,,,,
