排名,会员简称,持仓量,比上交易增减,date,contract,position_type,symbol
1,国泰君安,99595,-5460.0,2025-12-25,pp2605,多单持仓,PP
2,东证期货,35673,155.0,2025-12-25,pp2605,多单持仓,PP
3,永安期货,34369,484.0,2025-12-25,pp2605,多单持仓,PP
4,中信期货,30185,-953.0,2025-12-25,pp2605,多单持仓,PP
5,华泰期货,16249,1421.0,2025-12-25,pp2605,多单持仓,PP
6,银河期货,16249,-1282.0,2025-12-25,pp2605,多单持仓,PP
7,国投期货,12605,826.0,2025-12-25,pp2605,多单持仓,PP
8,瑞达期货,11135,24.0,2025-12-25,pp2605,多单持仓,PP
9,盛达期货,10866,61.0,2025-12-25,pp2605,多单持仓,PP
10,浙商期货,10034,125.0,2025-12-25,pp2605,多单持仓,PP
11,中信建投,9829,-173.0,2025-12-25,pp2605,多单持仓,PP
12,南华期货,9403,456.0,2025-12-25,pp2605,多单持仓,PP
13,广发期货,8533,-659.0,2025-12-25,pp2605,多单持仓,PP
14,光大期货,7965,210.0,2025-12-25,pp2605,多单持仓,PP
15,创元期货,7668,2354.0,2025-12-25,pp2605,多单持仓,PP
16,安粮期货,7250,21.0,2025-12-25,pp2605,多单持仓,PP
17,国信期货,6972,-293.0,2025-12-25,pp2605,多单持仓,PP
18,方正中期,6852,50.0,2025-12-25,pp2605,多单持仓,PP
19,中金财富,6579,174.0,2025-12-25,pp2605,多单持仓,PP
20,国海良时,6082,-193.0,2025-12-25,pp2605,多单持仓,PP
1,国泰君安,102892,3297.0,2025-12-26,pp2605,多单持仓,PP
2,东证期货,33264,-2409.0,2025-12-26,pp2605,多单持仓,PP
3,永安期货,32931,-1438.0,2025-12-26,pp2605,多单持仓,PP
4,中信期货,26759,-3426.0,2025-12-26,pp2605,多单持仓,PP
5,银河期货,16151,-98.0,2025-12-26,pp2605,多单持仓,PP
6,华泰期货,15675,-574.0,2025-12-26,pp2605,多单持仓,PP
7,国投期货,12768,163.0,2025-12-26,pp2605,多单持仓,PP
8,瑞达期货,11618,483.0,2025-12-26,pp2605,多单持仓,PP
9,盛达期货,11334,468.0,2025-12-26,pp2605,多单持仓,PP
10,中信建投,10348,519.0,2025-12-26,pp2605,多单持仓,PP
11,浙商期货,10130,96.0,2025-12-26,pp2605,多单持仓,PP
12,南华期货,8932,-471.0,2025-12-26,pp2605,多单持仓,PP
13,广发期货,8853,320.0,2025-12-26,pp2605,多单持仓,PP
14,光大期货,7626,-339.0,2025-12-26,pp2605,多单持仓,PP
15,创元期货,7449,-219.0,2025-12-26,pp2605,多单持仓,PP
16,安粮期货,7344,94.0,2025-12-26,pp2605,多单持仓,PP
17,国海良时,7246,1164.0,2025-12-26,pp2605,多单持仓,PP
18,国信期货,7137,165.0,2025-12-26,pp2605,多单持仓,PP
19,海通期货,5952,-31.0,2025-12-26,pp2605,多单持仓,PP
20,方正中期,5946,-906.0,2025-12-26,pp2605,多单持仓,PP
1,国泰君安,97766,-5126.0,2025-12-29,pp2605,多单持仓,PP
2,永安期货,34048,1117.0,2025-12-29,pp2605,多单持仓,PP
3,东证期货,32547,-717.0,2025-12-29,pp2605,多单持仓,PP
4,中信期货,24592,-2167.0,2025-12-29,pp2605,多单持仓,PP
5,华泰期货,14972,-703.0,2025-12-29,pp2605,多单持仓,PP
6,国投期货,12913,145.0,2025-12-29,pp2605,多单持仓,PP
7,瑞达期货,11303,-315.0,2025-12-29,pp2605,多单持仓,PP
8,银河期货,10962,-5189.0,2025-12-29,pp2605,多单持仓,PP
9,盛达期货,10881,-453.0,2025-12-29,pp2605,多单持仓,PP
10,中信建投,9989,-359.0,2025-12-29,pp2605,多单持仓,PP
11,浙商期货,9505,-625.0,2025-12-29,pp2605,多单持仓,PP
12,广发期货,9115,262.0,2025-12-29,pp2605,多单持仓,PP
13,南华期货,9105,173.0,2025-12-29,pp2605,多单持仓,PP
