排名,会员简称,持仓量,比上交易增减,date,contract,position_type,symbol
1,国泰君安,167768,3274.0,2025-12-25,hc2605,空单持仓,HC
2,国贸期货,86488,4926.0,2025-12-25,hc2605,空单持仓,HC
3,中信期货,67138,637.0,2025-12-25,hc2605,空单持仓,HC
4,东证期货,67026,3549.0,2025-12-25,hc2605,空单持仓,HC
5,乾坤期货,54249,-253.0,2025-12-25,hc2605,空单持仓,HC
6,物产中大,52003,848.0,2025-12-25,hc2605,空单持仓,HC
7,永安期货,51541,-2906.0,2025-12-25,hc2605,空单持仓,HC
8,一德期货,48576,2520.0,2025-12-25,hc2605,空单持仓,HC
9,银河期货,38321,419.0,2025-12-25,hc2605,空单持仓,HC
10,南华期货,37051,39.0,2025-12-25,hc2605,空单持仓,HC
11,方正中期,24983,1245.0,2025-12-25,hc2605,空单持仓,HC
12,浙商期货,24362,-1.0,2025-12-25,hc2605,空单持仓,HC
13,瑞达期货,22282,2682.0,2025-12-25,hc2605,空单持仓,HC
14,宝城期货,21440,542.0,2025-12-25,hc2605,空单持仓,HC
15,海通期货,21244,-7210.0,2025-12-25,hc2605,空单持仓,HC
16,北金期货,20973,-311.0,2025-12-25,hc2605,空单持仓,HC
17,华闻期货,19815,-306.0,2025-12-25,hc2605,空单持仓,HC
18,中粮期货,18119,-2599.0,2025-12-25,hc2605,空单持仓,HC
19,宏源期货,17353,-245.0,2025-12-25,hc2605,空单持仓,HC
20,华宝期货,17007,713.0,2025-12-25,hc2605,空单持仓,HC
1,国泰君安,167491,-277.0,2025-12-26,hc2605,空单持仓,HC
2,国贸期货,89121,2633.0,2025-12-26,hc2605,空单持仓,HC
3,东证期货,65286,-1740.0,2025-12-26,hc2605,空单持仓,HC
4,中信期货,61999,-5139.0,2025-12-26,hc2605,空单持仓,HC
5,物产中大,55352,3349.0,2025-12-26,hc2605,空单持仓,HC
6,乾坤期货,53491,-758.0,2025-12-26,hc2605,空单持仓,HC
7,一德期货,46738,-1838.0,2025-12-26,hc2605,空单持仓,HC
8,永安期货,46285,-5256.0,2025-12-26,hc2605,空单持仓,HC
9,银河期货,37967,-354.0,2025-12-26,hc2605,空单持仓,HC
10,南华期货,36406,-645.0,2025-12-26,hc2605,空单持仓,HC
11,海通期货,27608,6364.0,2025-12-26,hc2605,空单持仓,HC
12,浙商期货,24562,200.0,2025-12-26,hc2605,空单持仓,HC
13,方正中期,24386,-597.0,2025-12-26,hc2605,空单持仓,HC
14,瑞达期货,22712,430.0,2025-12-26,hc2605,空单持仓,HC
15,华闻期货,20983,1168.0,2025-12-26,hc2605,空单持仓,HC
16,北金期货,20737,-236.0,2025-12-26,hc2605,空单持仓,HC
17,宝城期货,19922,-1518.0,2025-12-26,hc2605,空单持仓,HC
18,华宝期货,18250,1243.0,2025-12-26,hc2605,空单持仓,HC
19,宏源期货,17153,-200.0,2025-12-26,hc2605,空单持仓,HC
20,国信期货,14486,3038.0,2025-12-26,hc2605,空单持仓,HC
1,国泰君安,185159,17668.0,2025-12-29,hc2605,空单持仓,HC
2,国贸期货,99861,10740.0,2025-12-29,hc2605,空单持仓,HC
3,东证期货,70908,5622.0,2025-12-29,hc2605,空单持仓,HC
4,物产中大,58077,2725.0,2025-12-29,hc2605,空单持仓,HC
5,中信期货,54741,-7258.0,2025-12-29,hc2605,空单持仓,HC
6,乾坤期货,52230,-1261.0,2025-12-29,hc2605,空单持仓,HC
7,永安期货,47926,1641.0,2025-12-29,hc2605,空单持仓,HC
8,一德期货,42789,-3949.0,2025-12-29,hc2605,空单持仓,HC
9,银河期货,40663,2696.0,2025-12-29,hc2605,空单持仓,HC
10,南华期货,39225,2819.0,2025-12-29,hc2605,空单持仓,HC
11,浙商期货,28303,3741.0,2025-12-29,hc2605,空单持仓,HC
12,方正中期,25997,1611.0,2025-12-29,hc2605,空单持仓,HC
13,北金期货,23466,2729.0,2025-12-29,hc2605,空单持仓,HC
14,海通期货,20804,-6804.0,2025-12-29,hc2605,空单持仓,HC
15,华闻期货,20204,-779.0,2025-12-29,hc2605,空单持仓,HC
16,宝城期货,19727,-195.0,2025-12-29,hc2605,空单持仓,HC
17,瑞达期货,19355,-3357.0,2025-12-29,hc2605,空单持仓,HC
18,华宝期货,19227,977.0,2025-12-29,hc2605,空单持仓,HC
19,宏源期货,17722,569.0,2025-12-29,hc2605,空单持仓,HC
20,国信期货,15218,732.0,2025-12-29,hc2605,空单持仓,HC
1,国泰君安,190610,5451.0,2025-12-30,hc2605,空单持仓,HC
2,国贸期货,100390,529.0,2025-12-30,hc2605,空单持仓,HC
3,东证期货,73610,2702.0,2025-12-30,hc2605,空单持仓,HC
4,物产中大,57265,-812.0,2025-12-30,hc2605,空单持仓,HC
5,中信期货,55009,268.0,2025-12-30,hc2605,空单持仓,HC
6,永安期货,48787,861.0,2025-12-30,hc2605,空单持仓,HC
7,乾坤期货,47892,-4338.0,2025-12-30,hc2605,空单持仓,HC
8,银河期货,41811,1148.0,2025-12-30,hc2605,空单持仓,HC
9,一德期货,41563,-1226.0,2025-12-30,hc2605,空单持仓,HC
10,南华期货,38805,-420.0,2025-12-30,hc2605,空单持仓,HC
11,浙商期货,31169,2866.0,2025-12-30,hc2605,空单持仓,HC
12,方正中期,24627,-1370.0,2025-12-30,hc2605,空单持仓,HC
13,北金期货,23629,163.0,2025-12-30,hc2605,空单持仓,HC
14,海通期货,20760,-44.0,2025-12-30,hc2605,空单持仓,HC
15,瑞达期货,20431,1076.0,2025-12-30,hc2605,空单持仓,HC
16,华闻期货,19699,-505.0,2025-12-30,hc2605,空单持仓,HC
17,宝城期货,19324,-403.0,2025-12-30,hc2605,空单持仓,HC
18,华宝期货,19106,-121.0,2025-12-30,hc2605,空单持仓,HC
19,宏源期货,17747,25.0,2025-12-30,hc2605,空单持仓,HC
20,光大期货,15999,1182.0,2025-12-30,hc2605,空单持仓,HC
1,国泰君安,191566,956.0,2025-12-31,hc2605,空单持仓,HC
2,国贸期货,98890,-1500.0,2025-12-31,hc2605,空单持仓,HC
3,东证期货,77087,3477.0,2025-12-31,hc2605,空单持仓,HC
4,物产中大,56456,-809.0,2025-12-31,hc2605,空单持仓,HC
5,中信期货,52892,-2117.0,2025-12-31,hc2605,空单持仓,HC
6,永安期货,48822,35.0,2025-12-31,hc2605,空单持仓,HC
7,乾坤期货,47982,90.0,2025-12-31,hc2605,空单持仓,HC
8,银河期货,40623,-1188.0,2025-12-31,hc2605,空单持仓,HC
9,南华期货,39998,1193.0,2025-12-31,hc2605,空单持仓,HC
10,一德期货,39201,-2362.0,2025-12-31,hc2605,空单持仓,HC
11,浙商期货,30799,-370.0,2025-12-31,hc2605,空单持仓,HC
