时间,MA5,MA10,MA20,MA60,EMA20,ATR14,RSI14,MACD,MACD_SIGNAL,MACD_HIST,BOLL_UP,BOLL_LOW,BOLL_MID,BOLL_WIDTH,KDJ_K,KDJ_D,KDJ_J,WILLIAMS_R14,CCI20,STOCH_RSI,VOL_MA20,OBV,OI_MA20,OI_CHANGE,OI_CHANGE_PCT
2012-12-31,2398.0,2398.0,2398.0,2398.0,2398.0,73.0,0.0,0.0,0.0,0.0,2398.0,2398.0,2398.0,0.0,17.80821917808219,17.80821917808219,17.80821917808219,-82.1917808219178,0.0,0.0,210558.0,0,0.0,0.0,0.0
2013-01-01,2369.0,2369.0,2369.0,2369.0,2392.4761904761904,68.0,0.0,-4.626780626781056,-0.9253561253562111,-3.7014245014248446,2451.0243866176397,2286.9756133823603,2369.0,164.04877323527944,12.96504229358485,16.193826883249745,6.507473114255056,-96.72131147540983,-35.35533905932738,0.0,164577.5,-118597,0.0,0.0,0.0
2013-01-07,2369.3333333333335,2369.3333333333335,2369.3333333333335,2369.3333333333335,2390.3356009070294,66.66666666666667,34.09090909090909,-5.805861965406621,-1.9014572933662932,-3.9044046720403274,2427.3448264474855,2311.3218402191815,2369.3333333333335,116.02298622830403,21.31941786708473,17.90235721119474,28.153539178864712,-61.971830985915496,-31.12071048628281,100.0,142032.0,-21656,0.0,0.0,0.0
2013-01-08,2390.75,2390.75,2390.75,2390.75,2396.49411510636,74.25,66.47398843930637,0.11714680878048966,-1.4977364729369367,1.6148832817174263,2488.639393364824,2292.860606635176,2390.75,195.77878672964835,46.8420532259438,27.548922549444423,85.42831457894255,-2.112676056338028,50.14200156198817,100.0,157281.5,181374,0.0,0.0,0.0
2013-01-09,2408.6,2408.6,2408.6,2408.6,2404.4470565248016,71.8,70.7070707070707,6.75064773660506,0.1519403689714629,6.598707367633597,2525.0439779464787,2292.156022053521,2408.6,232.8879558929575,60.93818041149876,38.678675170129196,105.4571908942379,-10.869565217391305,69.05337990743094,100.0,215783.4,631165,0.0,0.0,0.0
2013-01-10,2424.6,2420.1666666666665,2420.1666666666665,2420.1666666666665,2411.4520987605347,66.83333333333333,70.0,11.71136045513822,2.463824386204814,9.247536068933405,2538.7342282788827,2301.5991050544503,2420.1666666666665,237.1351232244324,67.89818088039311,48.41851040688383,106.85752182741167,-18.181818181818183,62.408737834988536,99.00000000000001,237886.5,282763,0.0,0.0,0.0
2013-01-11,2449.0,2426.1428571428573,2426.1428571428573,2426.1428571428573,2416.2661845928646,61.714285714285715,64.81481481481481,14.188142665326268,4.808688042029106,9.379454623297162,2538.904721685965,2313.38099259975,2426.1428571428573,225.5237290862151,69.84457849938666,55.560533104384774,98.41266928939041,-26.262626262626263,40.75003668125353,91.66666666666667,246123.14285714287,-12780,0.0,0.0,0.0
2013-01-14,2476.8,2436.5,2436.5,2436.5,2425.0979765364013,61.875,71.10266159695817,19.716241061737946,7.790198645970873,11.926042415767073,2556.213944765965,2316.786055234035,2436.5,239.4278895319303,77.34455153547627,62.82187258141528,106.38990944359824,-7.655502392344498,56.455683784296056,100.0,316699.625,797955,0.0,0.0,0.0
2013-01-15,2494.0,2448.1111111111113,2448.1111111111113,2448.1111111111113,2436.1362644853157,59.77777777777778,74.23728813559322,26.375392328878206,11.50723738255234,14.868154946325866,2579.9953195837124,2316.22690263851,2448.1111111111113,263.76841694520226,83.89062056388073,69.84478857557043,111.98228454050133,-3.0172413793103448,69.11543422860638,100.0,353719.6666666667,1447835,0.0,0.0,0.0
2013-01-16,2510.4,2459.5,2459.5,2459.5,2448.1232869152855,61.5,75.9493670886076,32.96731548884418,15.799253003810708,17.16806248503347,2603.1979857587125,2315.8020142412875,2459.5,287.3959715174251,83.0793982567152,74.25632513595201,100.72554449824156,-18.543046357615893,81.21717651031207,100.0,402064.4,2285002,0.0,0.0,0.0
2013-01-17,2532.0,2478.3,2471.0,2471.0,2461.254402447163,60.72727272727273,77.64705882352942,39.67076166273364,20.573554735595295,19.097206927138345,2627.2152361327153,2314.7847638672847,2471.0,312.4304722654306,85.18759000778806,77.90008009323068,99.76260983690281,-10.596026490066226,69.31351409325265,100.0,414188.9090909091,2820436,0.0,0.0,0.0
2013-01-18,2553.8,2501.4,2479.3333333333335,2479.3333333333335,2471.7063641188615,59.583333333333336,74.36619718309859,43.2740797572319,25.113659739922618,18.160420017309285,2639.0770675017216,2319.5895991649454,2479.3333333333335,319.48746833677615,84.05270858400341,79.9509562568216,92.25621323836702,-15.562913907284768,65.51196814205649,95.77464788732394,413648.4166666667,2412733,0.0,0.0,0.0
2013-01-21,2566.6,2521.7,2486.5384615384614,2486.5384615384614,2481.3533770599224,58.92307692307692,74.50980392156862,45.76358447790972,29.24364468752004,16.519939790389678,2648.0657871619514,2325.0111359149714,2486.5384615384614,323.05465124698003,81.03513905600227,80.31235052321514,82.4807161215765,-14.900662251655628,58.71995236470801,95.95959595959594,418267.46153846156,2886429,0.0,0.0,0.0
2013-01-22,2573.0,2533.5,2492.714285714286,2492.714285714286,2490.081626863739,56.785714285714285,74.50980392156862,47.19252880917702,32.83342151185144,14.359107297325579,2654.640058968441,2330.7885124601307,2492.714285714286,323.8515465083101,77.92279710651724,79.51583271764918,74.73672588425336,-14.900662251655628,50.50644365606378,95.95959595959594,408706.9285714286,2886429,0.0,0.0,0.0
